cvegeo,estado,municipio,n_estab,empleo,comercio,servicios,industria,alimentos,resiliencia,altas_recientes,indicadoras
16029,Michoacán de Ocampo,Churumuco,668,3039,290,146,128,104,0.938,6,0
16030,Michoacán de Ocampo,Ecuandureo,562,2803,242,167,66,87,0.912,7,0
16031,Michoacán de Ocampo,Epitacio Huerta,382,1618,201,105,36,40,0.831,1,0
16032,Michoacán de Ocampo,Erongarícuaro,427,2226,147,120,111,49,0.954,5,0
16033,Michoacán de Ocampo,Gabriel Zamora,1039,4265,451,317,100,171,0.899,16,0
16034,Michoacán de Ocampo,Hidalgo,10896,42465,4763,2636,2546,951,0.907,85,0
16035,Michoacán de Ocampo,La Huacana,1542,6672,617,414,237,274,0.948,28,0
16036,Michoacán de Ocampo,Huandacareo,790,3637,331,283,85,91,0.881,8,0
16037,Michoacán de Ocampo,Huaniqueo,300,1131,140,83,42,35,0.892,1,0
16038,Michoacán de Ocampo,Huetamo,2651,11853,1151,824,253,423,0.896,18,0
16039,Michoacán de Ocampo,Huiramba,341,1446,178,89,29,45,0.842,0,0
16040,Michoacán de Ocampo,Indaparapeo,1143,4228,592,198,192,161,0.88,4,0
16041,Michoacán de Ocampo,Irimbo,766,3132,324,163,208,71,0.914,2,0
16042,Michoacán de Ocampo,Ixtlán,487,2330,219,151,48,69,0.886,3,0
16043,Michoacán de Ocampo,Jacona,2787,18724,1239,782,318,448,0.908,18,0
16044,Michoacán de Ocampo,Jiménez,402,1580,183,134,36,49,0.864,3,0
16045,Michoacán de Ocampo,Jiquilpan,2682,12243,1101,933,288,360,0.896,21,0
16046,Michoacán de Ocampo,Juárez,571,2152,294,139,79,59,0.861,6,0
16047,Michoacán de Ocampo,Jungapeo,465,1898,242,117,50,56,0.852,2,0
16048,Michoacán de Ocampo,Lagunillas,316,1308,157,85,35,39,0.868,3,0
16049,Michoacán de Ocampo,Madero,902,4021,440,258,96,108,0.866,6,0
16050,Michoacán de Ocampo,Maravatío,4316,18479,2154,1287,445,430,0.845,40,0
16051,Michoacán de Ocampo,Marcos Castellanos,1075,5068,458,315,175,127,0.917,8,0
16052,Michoacán de Ocampo,Lázaro Cárdenas,10737,68999,4384,3641,949,1763,0.897,166,2
16053,Michoacán de Ocampo,Morelia,53208,329367,21877,18797,5452,7082,0.891,902,3
16054,Michoacán de Ocampo,Morelos,396,1442,191,124,45,36,0.851,4,0
16055,Michoacán de Ocampo,Múgica,2809,11738,1336,791,225,457,0.871,26,1
16056,Michoacán de Ocampo,Nahuatzen,4109,13994,1599,470,1758,282,0.838,16,0
16057,Michoacán de Ocampo,Nocupétaro,420,1776,184,127,37,72,0.894,2,0
16058,Michoacán de Ocampo,Nuevo Parangaricutiro,2871,10471,1254,531,753,333,0.92,20,0
16059,Michoacán de Ocampo,Nuevo Urecho,154,934,66,51,17,20,0.893,5,0
16060,Michoacán de Ocampo,Numarán,471,2405,221,121,66,63,0.901,2,0
16061,Michoacán de Ocampo,Ocampo,831,3328,403,173,161,94,0.896,11,0
16062,Michoacán de Ocampo,Pajacuarán,1237,5031,578,351,117,191,0.883,8,0
16063,Michoacán de Ocampo,Panindícuaro,662,2658,338,197,57,70,0.831,9,0
16064,Michoacán de Ocampo,Parácuaro,953,3903,471,246,69,167,0.861,7,0
16065,Michoacán de Ocampo,Paracho,3668,13669,1515,644,1178,331,0.903,15,0
16066,Michoacán de Ocampo,Pátzcuaro,7337,33019,3552,1823,1119,843,0.889,78,0
16067,Michoacán de Ocampo,Penjamillo,583,2090,262,190,61,70,0.877,8,0
16068,Michoacán de Ocampo,Peribán,1376,6633,708,389,112,167,0.836,32,0
16069,Michoacán de Ocampo,La Piedad,7240,37697,3287,2509,704,740,0.855,69,0
16070,Michoacán de Ocampo,Purépero,1566,7245,698,497,209,162,0.886,14,0
16071,Michoacán de Ocampo,Puruándiro,3669,15565,1813,1162,325,369,0.835,45,0
16072,Michoacán de Ocampo,Queréndaro,843,3160,433,196,89,125,0.867,8,0
16073,Michoacán de Ocampo,Quiroga,3867,13247,1389,499,1710,269,0.85,15,0
16074,Michoacán de Ocampo,Cojumatlán de Régules,655,2699,329,140,102,84,0.886,2,0
16075,Michoacán de Ocampo,Los Reyes,4418,20598,1964,1369,524,561,0.893,37,0
16076,Michoacán de Ocampo,Sahuayo,8466,36250,3398,2432,1793,843,0.926,84,1
16077,Michoacán de Ocampo,San Lucas,764,3394,267,249,86,162,0.943,6,0
16078,Michoacán de Ocampo,Santa Ana Maya,868,3373,391,224,158,95,0.91,6,0
16079,Michoacán de Ocampo,Salvador Escalante,3154,11744,1475,642,667,370,0.908,17,0
16080,Michoacán de Ocampo,Senguio,409,1711,194,105,57,53,0.896,6,0
16081,Michoacán de Ocampo,Susupuato,40,207,16,15,5,4,0.883,3,0
16082,Michoacán de Ocampo,Tacámbaro,4095,18703,1753,1323,317,702,0.886,51,0
16083,Michoacán de Ocampo,Tancítaro,1144,6080,591,327,76,150,0.826,12,0
16084,Michoacán de Ocampo,Tangamandapio,2006,7392,975,452,303,276,0.898,18,0
16085,Michoacán de Ocampo,Tangancícuaro,1892,9197,831,482,369,210,0.918,22,0
16086,Michoacán de Ocampo,Tanhuato,688,4553,370,187,56,75,0.818,16,0
16087,Michoacán de Ocampo,Taretan,632,2864,270,217,60,85,0.883,8,0
16088,Michoacán de Ocampo,Tarímbaro,2689,14067,1312,684,318,375,0.884,28,0
16089,Michoacán de Ocampo,Tepalcatepec,1546,6103,674,474,178,220,0.902,5,0
16090,Michoacán de Ocampo,Tingambato,2083,7108,841,338,626,278,0.932,15,0
16091,Michoacán de Ocampo,Tingüindín,697,4312,325,203,79,90,0.884,10,0
16092,Michoacán de Ocampo,Tiquicheo de Nicolás Romero,432,2094,172,143,44,73,0.913,2,0
16093,Michoacán de Ocampo,Tlalpujahua,772,3108,346,199,116,111,0.918,8,0
16094,Michoacán de Ocampo,Tlazazalca,338,1228,162,127,36,13,0.782,2,0
16095,Michoacán de Ocampo,Tocumbo,598,2902,273,168,70,87,0.899,9,0
16096,Michoacán de Ocampo,Tumbiscatío,167,1074,84,45,19,19,0.861,1,0
16097,Michoacán de Ocampo,Turicato,1256,4568,607,331,132,186,0.882,12,0
16098,Michoacán de Ocampo,Tuxpan,1194,4545,564,342,154,134,0.881,9,0
16099,Michoacán de Ocampo,Tuzantla,478,1751,236,130,48,64,0.867,2,0
16100,Michoacán de Ocampo,Tzintzuntzan,1331,4782,439,150,654,88,0.823,9,0
16101,Michoacán de Ocampo,Tzitzio,126,710,47,37,25,17,0.951,2,0
16102,Michoacán de Ocampo,Uruapan,26907,133326,11835,7902,3391,3779,0.907,300,2
16103,Michoacán de Ocampo,Venustiano Carranza,1718,6553,792,423,260,243,0.912,17,1
16104,Michoacán de Ocampo,Villamar,646,3052,296,194,60,96,0.882,2,0
16105,Michoacán de Ocampo,Vista Hermosa,1004,5382,501,287,74,142,0.847,18,0
16106,Michoacán de Ocampo,Yurécuaro,2425,9688,1188,669,288,280,0.871,18,0
16107,Michoacán de Ocampo,Zacapu,5952,26498,2635,1832,873,612,0.894,42,0
16108,Michoacán de Ocampo,Zamora,11807,66094,5250,3964,1109,1484,0.873,159,0
16109,Michoacán de Ocampo,Zináparo,228,957,94,72,40,22,0.909,2,0
16110,Michoacán de Ocampo,Zinapécuaro,2413,10993,1151,715,266,281,0.871,26,0
16111,Michoacán de Ocampo,Ziracuaretiro,819,3396,407,219,71,122,0.863,12,0
16112,Michoacán de Ocampo,Zitácuaro,8609,36380,4337,2441,827,1004,0.85,63,0
16113,Michoacán de Ocampo,José Sixto Verduzco,1366,5292,689,345,149,183,0.868,15,0
17001,Morelos,Amacuzac,573,2381,258,168,51,96,0.89,5,0
17002,Morelos,Atlatlahucan,1315,6013,630,355,119,211,0.878,15,0
17003,Morelos,Axochiapan,2965,11206,1544,705,297,419,0.857,20,0
17004,Morelos,Ayala,3275,15680,1493,803,482,497,0.917,99,0
17005,Morelos,Coatlán del Río,235,1333,115,73,12,35,0.828,4,0
17006,Morelos,Cuautla,14100,69969,6951,4126,962,2061,0.846,194,2
17007,Morelos,Cuernavaca,25404,170322,11145,9140,1704,3415,0.851,453,2
17008,Morelos,Emiliano Zapata,4788,23436,2449,1253,492,594,0.856,54,0
17009,Morelos,Huitzilac,1211,5159,583,260,137,231,0.898,15,0
17010,Morelos,Jantetelco,1259,4872,551,369,179,160,0.91,17,0
17011,Morelos,Jiutepec,11404,68301,5354,3570,1076,1404,0.865,149,0
17012,Morelos,Jojutla,4451,22532,2104,1349,337,661,0.862,60,0
17013,Morelos,Jonacatepec de Leandro Valle,1181,5030,518,374,126,163,0.893,13,0
17014,Morelos,Mazatepec,378,1711,164,120,32,62,0.889,4,0
17015,Morelos,Miacatlán,787,3678,375,236,58,118,0.859,11,0
17016,Morelos,Ocuituco,834,3144,433,188,108,105,0.867,7,0
17017,Morelos,Puente de Ixtla,2154,9745,1035,616,161,342,0.863,23,0
17018,Morelos,Temixco,5910,26992,3089,1647,486,688,0.83,71,0
17019,Morelos,Tepalcingo,1763,6867,850,396,188,329,0.894,11,0
17020,Morelos,Tepoztlán,2090,9453,871,439,229,551,0.928,19,0
17021,Morelos,Tetecala,449,2582,203,124,43,79,0.898,6,0
17022,Morelos,Tetela del Volcán,1173,4403,598,290,142,143,0.866,6,0
17023,Morelos,Tlalnepantla,263,1177,144,83,18,18,0.765,5,0
17024,Morelos,Tlaltizapán de Zapata,2046,8791,941,563,244,298,0.899,27,0
17025,Morelos,Tlaquiltenango,1044,5119,450,326,115,153,0.902,16,0
17026,Morelos,Tlayacapan,1301,4860,639,296,128,238,0.884,14,0
17027,Morelos,Totolapan,542,2125,267,134,64,77,0.883,6,0
17028,Morelos,Xochitepec,3742,17600,1720,1079,340,603,0.886,41,0
17029,Morelos,Yautepec,6242,27960,2904,1798,557,983,0.881,70,0
17030,Morelos,Yecapixtla,2892,13185,1356,710,447,379,0.905,14,0
17031,Morelos,Zacatepec,2118,10856,946,640,202,330,0.891,19,0
17032,Morelos,Zacualpan de Amilpas,817,3045,393,198,116,110,0.896,8,0
17033,Morelos,Temoac,1551,5979,480,220,706,145,0.88,10,0
17034,Morelos,Coatetelco,706,2680,389,101,102,114,0.852,5,0
17035,Morelos,Xoxocotla,1519,6370,750,315,244,210,0.896,8,0
17036,Morelos,Hueyapan,584,2064,347,90,79,68,0.807,3,0
18001,Nayarit,Acaponeta,1950,10268,768,590,230,362,0.933,71,0
18002,Nayarit,Ahuacatlán,685,3370,251,221,80,133,0.939,10,0
18003,Nayarit,Amatlán de Cañas,525,2194,211,151,58,105,0.931,5,0
18004,Nayarit,Compostela,6719,29721,2588,1964,647,1520,0.93,67,0
18005,Nayarit,Huajicori,309,1470,125,93,34,57,0.925,6,0
18006,Nayarit,Ixtlán del Río,2353,11098,956,816,226,355,0.897,34,0
18007,Nayarit,Jala,1268,4811,521,317,233,197,0.947,7,0
18008,Nayarit,Xalisco,3194,14226,1309,949,302,634,0.916,31,0
18009,Nayarit,Del Nayar,445,1976,146,90,158,51,0.941,11,0
18010,Nayarit,Rosamorada,1006,6658,301,260,276,169,0.985,86,0
18011,Nayarit,Ruíz,1490,6394,602,406,202,280,0.942,17,1
18012,Nayarit,San Blas,3367,16608,1069,808,642,848,0.988,130,0
18013,Nayarit,San Pedro Lagunillas,311,1344,130,110,37,34,0.885,5,0
18014,Nayarit,Santa María del Oro,705,4054,285,204,80,136,0.93,11,0
18015,Nayarit,Santiago Ixcuintla,5961,27388,2145,1605,901,1310,0.966,71,0
18016,Nayarit,Tecuala,2535,12286,926,682,483,444,0.968,45,0
18017,Nayarit,Tepic,26858,163485,9734,9847,2581,4696,0.913,385,0
18018,Nayarit,Tuxpan,2538,11593,978,724,330,506,0.946,52,1
18019,Nayarit,La Yesca,290,1107,140,80,24,46,0.869,2,0
18020,Nayarit,Bahía de Banderas,10848,73741,4014,3541,952,2341,0.922,181,1
19001,Nuevo León,Abasolo,102,922,43,32,17,10,0.905,5,0
19002,Nuevo León,Agualeguas,157,859,48,66,24,19,0.916,1,0
19003,Nuevo León,Los Aldamas,41,202,11,27,2,1,0.625,0,0
19004,Nuevo León,Allende,1875,17815,749,806,125,195,0.826,46,0
19005,Nuevo León,Anáhuac,983,5517,358,398,98,129,0.887,8,0
19006,Nuevo León,Apodaca,17964,252038,7041,6328,1854,2741,0.906,778,2
19007,Nuevo León,Aramberri,418,1784,188,146,39,45,0.857,7,0
19008,Nuevo León,Bustamante,242,1129,91,75,40,36,0.946,1,0
19009,Nuevo León,Cadereyta Jiménez,4275,33615,1768,1545,286,676,0.87,179,0
19010,Nuevo León,El Carmen,2435,16492,1237,687,192,319,0.842,54,0
19011,Nuevo León,Cerralvo,397,2670,146,173,25,53,0.846,6,0
19012,Nuevo León,Ciénega de Flores,1532,12811,772,446,114,200,0.839,48,0
19013,Nuevo León,China,579,2857,215,244,41,79,0.859,15,0
19014,Nuevo León,Doctor Arroyo,1051,6298,522,321,97,111,0.842,15,0
19015,Nuevo León,Doctor Coss,49,219,9,32,3,5,0.717,2,0
19016,Nuevo León,Doctor González,105,1289,41,38,16,10,0.899,2,0
19017,Nuevo León,Galeana,1023,5306,466,357,74,126,0.846,20,1
19018,Nuevo León,García,8904,63676,4275,2624,707,1298,0.861,268,0
19019,Nuevo León,San Pedro Garza García,9472,141483,2707,5237,541,987,0.782,1111,3
19020,Nuevo León,General Bravo,268,1811,110,105,27,26,0.859,3,0
19021,Nuevo León,General Escobedo,14573,129261,6338,4864,1400,1971,0.883,478,3
19022,Nuevo León,General Terán,507,2355,193,196,47,71,0.888,6,0
19023,Nuevo León,General Treviño,68,278,28,33,5,2,0.73,0,0
19024,Nuevo León,General Zaragoza,195,842,93,67,17,18,0.832,1,0
19025,Nuevo León,General Zuazua,2944,33360,1432,848,281,383,0.865,89,0
19026,Nuevo León,Guadalupe,22780,212023,8774,8753,2249,3004,0.888,864,1
19027,Nuevo León,Los Herreras,85,550,38,35,5,7,0.792,1,0
19028,Nuevo León,Higueras,69,515,18,37,4,10,0.815,2,0
19029,Nuevo León,Hualahuises,378,2074,131,118,73,56,0.96,3,0
19030,Nuevo León,Iturbide,139,615,54,51,21,13,0.896,2,0
19031,Nuevo León,Juárez,11360,60681,5359,3357,867,1777,0.867,350,1
19032,Nuevo León,Lampazos de Naranjo,259,1547,124,85,30,20,0.841,3,0
19033,Nuevo León,Linares,3095,22327,1220,1233,289,353,0.868,51,0
19034,Nuevo León,Marín,176,4950,53,57,43,23,0.964,9,0
19035,Nuevo León,Melchor Ocampo,39,262,11,20,5,3,0.837,0,0
19036,Nuevo León,Mier y Noriega,113,467,67,33,7,6,0.72,1,0
19037,Nuevo León,Mina,222,1091,93,69,23,37,0.91,4,0
19038,Nuevo León,Montemorelos,2636,17773,1112,1022,172,330,0.844,60,0
19039,Nuevo León,Monterrey,62758,663170,23353,25823,6163,7419,0.875,2639,3
19040,Nuevo León,Parás,60,360,16,29,7,8,0.882,0,0
19041,Nuevo León,Pesquería,2868,28095,1451,798,239,380,0.848,94,0
19042,Nuevo León,Los Ramones,110,696,43,47,11,9,0.841,1,0
19043,Nuevo León,Rayones,55,409,20,22,5,8,0.889,1,0
19044,Nuevo León,Sabinas Hidalgo,2004,14131,814,787,179,224,0.861,36,0
19045,Nuevo León,Salinas Victoria,2736,25575,1288,840,222,386,0.864,95,0
19046,Nuevo León,San Nicolás de los Garza,17165,175775,6641,6812,1263,2449,0.868,579,0
19047,Nuevo León,Hidalgo,787,4847,355,253,82,97,0.878,13,0
19048,Nuevo León,Santa Catarina,8855,119726,3606,3003,1116,1130,0.906,367,0
19049,Nuevo León,Santiago,2190,15090,808,843,169,370,0.89,81,0
19050,Nuevo León,Vallecillo,45,331,10,24,3,8,0.835,0,0
19051,Nuevo León,Villaldama,206,967,62,84,25,35,0.926,2,0
20001,Oaxaca,Abejones,70,306,42,17,8,3,0.745,0,0
20002,Oaxaca,Acatlán de Pérez Figueroa,1701,6896,614,371,427,289,0.972,20,0
20003,Oaxaca,Asunción Cacalotepec,82,295,43,23,9,7,0.828,1,0
20004,Oaxaca,Asunción Cuyotepeji,76,270,34,20,14,8,0.909,0,0
20005,Oaxaca,Asunción Ixtaltepec,777,2955,235,159,244,139,0.98,7,0
20006,Oaxaca,Asunción Nochixtlán,2614,10630,1224,678,343,369,0.9,21,0
20007,Oaxaca,Asunción Ocotlán,153,503,59,34,44,16,0.935,1,0
20008,Oaxaca,Asunción Tlacolulita,53,193,18,16,13,6,0.952,1,0
20009,Oaxaca,Ayotzintepec,375,1280,194,82,48,51,0.871,4,0
20010,Oaxaca,El Barrio de la Soledad,407,3284,148,144,36,79,0.915,7,0
20011,Oaxaca,Calihualá,63,216,37,16,4,6,0.764,1,0
20012,Oaxaca,Candelaria Loxicha,659,2194,313,179,114,53,0.876,2,0
20013,Oaxaca,Ciénega de Zimatlán,295,1057,127,66,64,38,0.933,1,0
20014,Oaxaca,Ciudad Ixtepec,2837,13774,1062,656,528,591,0.971,40,0
20015,Oaxaca,Coatecas Altas,292,994,67,34,185,6,0.69,2,0
20016,Oaxaca,Coicoyán de las Flores,271,887,162,43,39,27,0.8,10,0
20017,Oaxaca,La Compañía,37,173,15,9,9,4,0.934,0,0
20018,Oaxaca,Concepción Buenavista,45,157,13,10,19,3,0.893,0,0
20019,Oaxaca,Concepción Pápalo,59,216,27,11,16,5,0.89,0,0
20020,Oaxaca,Constancia del Rosario,110,462,51,28,20,11,0.898,1,0
20021,Oaxaca,Cosolapa,752,3444,317,164,112,159,0.944,3,0
20022,Oaxaca,Cosoltepec,53,206,13,21,16,3,0.891,0,0
20023,Oaxaca,Cuilápam de Guerrero,1217,4478,661,239,180,137,0.851,4,0
20024,Oaxaca,Cuyamecalco Villa de Zaragoza,108,381,43,28,27,10,0.926,0,0
20025,Oaxaca,Chahuites,1291,5233,590,215,223,263,0.926,10,0
20026,Oaxaca,Chalcatongo de Hidalgo,810,2940,456,176,65,113,0.817,8,0
20027,Oaxaca,Chiquihuitlán de Benito Juárez,163,521,59,24,70,10,0.854,1,0
20028,Oaxaca,Heroica Ciudad de Ejutla de Crespo,1424,5303,659,392,224,149,0.894,9,0
20029,Oaxaca,Eloxochitlán de Flores Magón,108,439,60,27,13,8,0.808,2,0
20030,Oaxaca,El Espinal,655,3737,200,193,101,161,0.978,8,0
20031,Oaxaca,Tamazulápam del Espíritu Santo,347,1460,204,73,18,52,0.778,0,0
20032,Oaxaca,Fresnillo de Trujano,30,107,9,12,4,5,0.934,0,0
20033,Oaxaca,Guadalupe Etla,170,1212,59,47,37,27,0.972,3,0
20034,Oaxaca,Guadalupe de Ramírez,73,273,33,21,10,9,0.9,0,0
20035,Oaxaca,Guelatao de Juárez,63,310,13,30,7,13,0.901,3,0
20036,Oaxaca,Guevea de Humboldt,201,654,55,37,87,22,0.917,2,0
20037,Oaxaca,Mesones Hidalgo,105,384,56,31,8,10,0.805,3,0
20038,Oaxaca,Villa Hidalgo,229,719,64,39,110,16,0.863,0,0
20039,Oaxaca,Heroica Ciudad de Huajuapan de León,7117,31998,3362,2183,641,931,0.865,63,0
20040,Oaxaca,Huautepec,139,526,59,27,45,8,0.874,1,0
20041,Oaxaca,Huautla de Jiménez,2133,7551,1110,419,344,260,0.873,16,0
20042,Oaxaca,Ixtlán de Juárez,428,1948,177,146,44,61,0.897,5,0
20043,Oaxaca,Heroica Ciudad de Juchitán de Zaragoza,13257,50441,4035,2095,5268,1859,0.935,80,0
20044,Oaxaca,Loma Bonita,2712,11525,1078,807,288,539,0.928,17,0
20045,Oaxaca,Magdalena Apasco,368,2873,159,73,91,45,0.928,8,0
20046,Oaxaca,Magdalena Jaltepec,127,527,47,40,18,22,0.947,1,0
20047,Oaxaca,Santa Magdalena Jicotlán,13,111,2,7,4,0,0.71,0,0
20048,Oaxaca,Magdalena Mixtepec,18,98,9,8,1,0,0.626,0,0
20049,Oaxaca,Magdalena Ocotlán,59,209,32,12,9,6,0.848,2,0
20050,Oaxaca,Magdalena Peñasco,155,578,51,27,66,11,0.881,1,0
20051,Oaxaca,Magdalena Teitipac,917,2947,201,29,673,14,0.529,0,0
20052,Oaxaca,Magdalena Tequisistlán,441,1567,164,103,93,81,0.972,6,0
20053,Oaxaca,Magdalena Tlacotepec,152,573,46,26,43,37,0.985,0,0
20054,Oaxaca,Magdalena Zahuatlán,49,169,17,17,8,7,0.944,1,0
20055,Oaxaca,Mariscala de Juárez,349,1357,191,81,36,41,0.833,2,0
20056,Oaxaca,Mártires de Tacubaya,95,317,37,13,25,20,0.951,1,0
20057,Oaxaca,Matías Romero Avendaño,3018,12982,1472,853,260,433,0.864,38,0
20058,Oaxaca,Mazatlán Villa de Flores,112,403,59,28,15,10,0.843,2,0
20059,Oaxaca,Miahuatlán de Porfirio Díaz,3688,15344,1734,907,572,475,0.904,38,0
20060,Oaxaca,Mixistlán de la Reforma,61,208,31,18,7,5,0.835,1,0
20061,Oaxaca,Monjas,68,246,26,19,8,15,0.944,0,0
20062,Oaxaca,Natividad,47,233,21,16,8,2,0.839,0,0
20063,Oaxaca,Nazareno Etla,367,1300,171,86,63,47,0.91,2,0
20064,Oaxaca,Nejapa de Madero,154,632,73,45,16,20,0.876,1,0
20065,Oaxaca,Ixpantepec Nieves,60,222,18,21,10,11,0.965,0,0
20066,Oaxaca,Santiago Niltepec,416,1612,164,84,99,69,0.959,2,0
20067,Oaxaca,Oaxaca de Juárez,32760,182088,14614,10574,2637,4935,0.875,543,3
20068,Oaxaca,Ocotlán de Morelos,2250,8614,963,631,396,260,0.92,43,0
20069,Oaxaca,La Pe,117,429,91,8,8,10,0.557,0,0
20070,Oaxaca,Pinotepa de Don Luis,589,2090,177,76,290,46,0.847,1,0
20071,Oaxaca,Pluma Hidalgo,263,902,87,74,61,41,0.975,3,0
20072,Oaxaca,San José del Progreso,267,1296,127,41,83,16,0.846,4,0
20073,Oaxaca,Putla Villa de Guerrero,1716,6822,829,445,145,297,0.876,19,0
20074,Oaxaca,Santa Catarina Quioquitani,28,131,10,9,9,0,0.792,0,0
20075,Oaxaca,Reforma de Pineda,328,1127,119,57,64,88,0.969,4,0
20076,Oaxaca,La Reforma,187,627,102,37,27,21,0.848,0,0
20077,Oaxaca,Reyes Etla,165,642,68,49,37,11,0.896,2,0
20078,Oaxaca,Rojas de Cuauhtémoc,112,363,39,26,35,12,0.944,0,0
20079,Oaxaca,Salina Cruz,6344,34551,2603,1858,706,1177,0.925,80,0
20080,Oaxaca,San Agustín Amatengo,133,473,46,22,50,15,0.922,0,0
20081,Oaxaca,San Agustín Atenango,103,388,52,23,22,6,0.848,0,0
20082,Oaxaca,San Agustín Chayuco,172,634,82,34,27,29,0.912,1,0
20083,Oaxaca,San Agustín de las Juntas,754,3316,300,180,155,119,0.956,8,0
20084,Oaxaca,San Agustín Etla,228,997,77,65,36,50,0.973,2,0
20085,Oaxaca,San Agustín Loxicha,325,1130,191,68,35,31,0.796,0,0
20086,Oaxaca,San Agustín Tlacotepec,99,425,37,26,23,13,0.956,0,0
20087,Oaxaca,San Agustín Yatareni,723,3724,216,135,273,99,0.948,5,0
20088,Oaxaca,San Andrés Cabecera Nueva,85,270,22,27,23,13,0.977,0,0
20089,Oaxaca,San Andrés Dinicuiti,118,396,39,11,67,1,0.684,0,0
20090,Oaxaca,San Andrés Huaxpaltepec,466,1751,182,104,88,92,0.964,5,0
20091,Oaxaca,San Andrés Huayápam,357,1509,98,76,54,129,0.965,1,0
20092,Oaxaca,San Andrés Ixtlahuaca,67,238,29,18,15,5,0.898,1,0
20093,Oaxaca,San Andrés Lagunas,21,85,10,9,2,0,0.678,0,0
20094,Oaxaca,San Andrés Nuxiño,59,226,15,14,20,10,0.979,1,0
20095,Oaxaca,San Andrés Paxtlán,90,334,25,12,45,8,0.856,0,0
20096,Oaxaca,San Andrés Sinaxtla,53,218,17,14,10,12,0.986,0,0
20097,Oaxaca,San Andrés Solaga,56,215,14,26,13,3,0.865,0,0
20098,Oaxaca,San Andrés Teotilálpam,125,444,66,22,19,18,0.872,1,0
20099,Oaxaca,San Andrés Tepetlapa,29,109,11,10,7,1,0.861,0,0
20100,Oaxaca,San Andrés Yaá,26,120,10,11,3,2,0.85,1,0
20101,Oaxaca,San Andrés Zabache,74,242,28,14,30,2,0.827,0,0
20102,Oaxaca,San Andrés Zautla,184,608,60,42,56,26,0.967,0,0
20103,Oaxaca,San Antonino Castillo Velasco,634,2277,285,145,113,91,0.925,2,0
20104,Oaxaca,San Antonino el Alto,125,483,70,25,13,17,0.832,0,0
20105,Oaxaca,San Antonino Monte Verde,197,667,48,21,122,6,0.711,0,0
20106,Oaxaca,San Antonio Acutla,16,58,1,12,3,0,0.507,1,0
20107,Oaxaca,San Antonio de la Cal,2291,9045,714,461,901,215,0.92,12,0
20108,Oaxaca,San Antonio Huitepec,113,447,67,31,8,7,0.739,2,0
20109,Oaxaca,San Antonio Nanahuatípam,62,264,35,17,4,6,0.779,0,0
20110,Oaxaca,San Antonio Sinicahua,44,193,18,14,6,6,0.919,1,0
20111,Oaxaca,San Antonio Tepetlapa,204,705,99,35,43,27,0.901,0,0
20112,Oaxaca,San Baltazar Chichicápam,330,1098,114,49,150,17,0.838,0,0
20113,Oaxaca,San Baltazar Loxicha,251,895,107,42,74,28,0.914,0,0
20114,Oaxaca,San Baltazar Yatzachi el Bajo,23,74,4,14,5,0,0.677,1,0
20115,Oaxaca,San Bartolo Coyotepec,944,10018,401,203,194,146,0.944,11,0
20116,Oaxaca,San Bartolomé Ayautla,212,722,104,31,62,15,0.849,1,0
20117,Oaxaca,San Bartolomé Loxicha,96,340,56,22,11,7,0.787,1,0
20118,Oaxaca,San Bartolomé Quialana,192,645,94,24,49,25,0.883,0,0
20119,Oaxaca,San Bartolomé Yucuañe,33,136,8,11,12,2,0.9,0,0
20120,Oaxaca,San Bartolomé Zoogocho,68,258,22,32,6,8,0.855,0,0
20121,Oaxaca,San Bartolo Soyaltepec,21,85,4,12,5,0,0.705,1,0
20122,Oaxaca,San Bartolo Yautepec,62,230,16,10,34,2,0.782,0,0
20123,Oaxaca,San Bernardo Mixtepec,156,559,79,42,17,18,0.857,3,0
20124,Oaxaca,San Blas Atempa,2789,8922,454,216,1658,461,0.794,2,0
20125,Oaxaca,San Carlos Yautepec,93,415,34,37,18,4,0.857,1,0
20126,Oaxaca,San Cristóbal Amatlán,1215,3781,133,44,1011,27,0.433,2,0
20127,Oaxaca,San Cristóbal Amoltepec,53,238,9,15,29,0,0.713,0,0
20128,Oaxaca,San Cristóbal Lachirioag,134,576,64,36,23,11,0.876,1,0
20129,Oaxaca,San Cristóbal Suchixtlahuaca,42,185,10,12,13,7,0.982,0,0
20130,Oaxaca,San Dionisio del Mar,379,1812,125,59,158,37,0.9,1,0
20131,Oaxaca,San Dionisio Ocotepec,1063,3675,450,132,425,56,0.826,4,0
20132,Oaxaca,San Dionisio Ocotlán,66,296,27,21,13,5,0.898,1,0
20133,Oaxaca,San Esteban Atatlahuca,86,410,33,31,11,11,0.91,1,0
20134,Oaxaca,San Felipe Jalapa de Díaz,667,2691,279,118,194,76,0.922,10,0
20135,Oaxaca,San Felipe Tejalápam,255,932,102,40,94,19,0.879,2,0
20136,Oaxaca,San Felipe Usila,522,1922,225,85,154,58,0.911,1,0
20137,Oaxaca,San Francisco Cahuacuá,53,198,25,17,3,8,0.842,1,0
20138,Oaxaca,San Francisco Cajonos,62,218,13,29,16,4,0.872,0,0
20139,Oaxaca,San Francisco Chapulapa,36,160,14,12,4,6,0.921,1,0
20140,Oaxaca,San Francisco Chindúa,41,179,18,19,4,0,0.682,0,0
20141,Oaxaca,San Francisco del Mar,835,3714,265,112,285,173,0.957,2,0
